customer_id,signup_date,churn_date,region,age,plan,service,contract,payment_method,monthly_charges,support_tickets,avg_satisfaction,data_usage_gb,add_ons,late_payments,churned
C103752,2025-09-01,,South,30,Premium,Broadband,2 Year,Auto-debit,1734,1,2.3,148.9,3,1,0
C103753,2024-04-05,,West,31,Premium,Fiber,Month-to-Month,Credit Card,1662,1,4.6,159.6,0,1,0
C103754,2025-01-29,,East,44,Basic,Fiber,Month-to-Month,Net Banking,867,0,3.1,206.3,4,1,0
C103755,2024-08-18,2024-11-14,South,33,Basic,Broadband,1 Year,Auto-debit,425,3,1.7,61.4,0,0,1
C103756,2025-10-22,2025-12-09,South,34,Basic,Broadband,Month-to-Month,Credit Card,748,4,1.5,24.5,3,1,1
C103757,2022-12-25,2023-10-30,South,52,Basic,5G,Month-to-Month,UPI,789,1,3.0,87.8,3,0,1
C103758,2024-05-08,,Central,26,Basic,Fiber,Month-to-Month,UPI,858,3,3.4,63.1,4,1,0
C103759,2024-06-26,,North,44,Basic,5G,Month-to-Month,Auto-debit,815,1,4.4,43.2,3,0,0
C103760,2023-11-05,,Central,49,Standard,5G,Month-to-Month,Credit Card,982,0,4.0,44.9,0,1,0
C103761,2023-05-22,,South,52,Basic,5G,Month-to-Month,UPI,963,2,4.5,40.8,4,0,0
C103762,2024-04-08,2025-06-10,North,64,Basic,Fiber,1 Year,Credit Card,540,1,3.3,84.2,1,0,1
C103763,2022-04-21,,South,30,Standard,Fiber,Month-to-Month,UPI,1119,3,2.9,100.3,2,0,0
C103764,2023-03-04,,North,28,Basic,5G,Month-to-Month,UPI,971,3,1.7,92.4,4,0,0
C103765,2024-08-27,2025-02-16,West,48,Standard,5G,Month-to-Month,Auto-debit,1023,0,3.4,150.0,1,1,1
C103766,2025-08-28,,East,49,Premium,5G,Month-to-Month,Credit Card,2054,1,2.3,138.6,3,1,0
C103767,2025-05-27,,South,29,Premium,Fiber,2 Year,UPI,1879,0,3.1,25.9,3,1,0
C103768,2023-08-07,,West,44,Standard,Fiber,1 Year,Credit Card,1117,3,3.5,49.7,2,2,0
C103769,2024-02-24,,East,71,Basic,Fiber,2 Year,Auto-debit,708,3,1.9,21.7,3,1,0
C103770,2023-11-23,,Central,39,Basic,Broadband,Month-to-Month,UPI,681,3,1.9,95.2,3,0,0
C103771,2022-05-03,,Central,49,Premium,Fiber,Month-to-Month,UPI,1808,1,2.5,161.6,2,1,0
C103772,2024-05-21,2025-10-08,West,57,Standard,5G,Month-to-Month,UPI,1008,3,3.6,70.1,0,0,1
C103773,2024-04-05,2025-08-03,West,68,Standard,5G,Month-to-Month,UPI,1332,1,4.7,60.2,3,0,1
C103774,2022-11-09,,West,41,Standard,Broadband,1 Year,UPI,1003,1,3.5,134.2,3,2,0
C103775,2025-06-06,,East,53,Basic,Fiber,Month-to-Month,UPI,553,0,4.5,29.9,1,0,0
C103776,2023-02-01,2025-08-05,West,29,Standard,5G,Month-to-Month,UPI,1388,0,3.0,40.9,4,0,1
C103777,2023-03-01,2024-09-15,North,38,Premium,Broadband,Month-to-Month,Net Banking,1495,0,,62.7,1,1,1
C103778,2025-09-15,2025-11-13,West,33,Premium,Fiber,Month-to-Month,UPI,1610,2,3.0,131.7,0,0,1
C103779,2024-05-15,2024-10-11,Central,18,Basic,5G,Month-to-Month,UPI,466,3,3.5,31.1,0,1,1
C103780,2025-09-11,,North,19,Standard,Fiber,1 Year,Net Banking,1055,1,3.5,128.3,2,2,0
C103781,2025-04-25,,West,43,Basic,Broadband,2 Year,UPI,507,1,2.2,46.4,1,0,0
C103782,2024-04-09,2025-07-06,Central,43,Premium,5G,Month-to-Month,UPI,2006,0,3.4,61.7,3,1,1
C103783,2025-12-11,,South,26,Basic,Fiber,Month-to-Month,Auto-debit,772,2,3.4,41.1,3,1,0
C103784,2022-07-12,,East,57,Standard,Broadband,Month-to-Month,Credit Card,960,3,1.8,47.3,2,0,0
C103785,2024-06-07,,Central,25,Basic,5G,Month-to-Month,Net Banking,625,2,3.5,43.3,1,1,0
C103786,2025-11-14,,Central,41,Standard,5G,1 Year,Credit Card,1393,1,2.6,132.3,4,0,0
C103787,2025-01-07,2025-10-09,North,33,Standard,Fiber,Month-to-Month,Auto-debit,1315,2,3.7,70.9,4,0,1
C103788,2025-04-01,,South,39,Basic,Fiber,2 Year,UPI,548,1,2.6,32.9,1,1,0
C103789,2025-12-19,,West,49,Premium,5G,2 Year,UPI,1831,1,4.1,152.7,1,1,0
C103790,2023-04-26,,South,47,Premium,5G,Month-to-Month,Auto-debit,2135,1,4.3,98.7,4,0,0
C103791,2025-01-22,,South,46,Premium,Broadband,2 Year,UPI,1743,0,3.9,159.5,3,0,0
C103792,2025-05-18,,North,45,Basic,Fiber,1 Year,Credit Card,595,1,3.5,53.9,2,0,0
C103793,2022-03-11,,North,23,Standard,5G,2 Year,UPI,1171,0,4.8,45.0,2,0,0
C103794,2023-08-09,2025-08-12,East,52,Standard,Fiber,Month-to-Month,UPI,1258,1,3.0,39.5,3,1,1
C103795,2024-07-27,,East,25,Standard,5G,2 Year,Net Banking,1131,1,3.2,63.3,1,1,0
C103796,2024-12-15,,East,37,Standard,Fiber,Month-to-Month,Credit Card,1369,1,4.0,93.5,4,0,0
C103797,2024-04-16,2025-01-01,West,34,Standard,Fiber,Month-to-Month,Credit Card,1114,5,2.8,180.7,2,0,1
C103798,2023-10-07,,South,42,Basic,Fiber,2 Year,UPI,406,2,3.1,25.9,0,1,0
C103799,2025-03-05,,South,32,Standard,5G,Month-to-Month,UPI,1350,3,2.2,45.8,4,0,0
C103800,2024-12-22,,North,36,Basic,Fiber,Month-to-Month,Net Banking,843,2,4.0,74.0,4,0,0
C103801,2022-08-25,,North,57,Basic,Broadband,Month-to-Month,UPI,825,4,1.9,49.9,4,0,0
C103802,2023-08-07,2024-08-21,South,22,Basic,Fiber,Month-to-Month,Credit Card,746,1,5.0,41.4,3,2,1
C103803,2025-04-29,2025-12-25,North,38,Basic,5G,Month-to-Month,Credit Card,584,3,2.2,63.4,1,0,1
C103804,2024-02-16,2025-08-06,North,25,Premium,5G,Month-to-Month,UPI,1963,1,3.0,224.5,2,1,1
C103805,2022-04-03,,North,46,Standard,Fiber,Month-to-Month,UPI,1118,1,3.8,126.7,2,0,0
C103806,2024-09-02,,West,29,Basic,Fiber,2 Year,Auto-debit,639,4,3.2,31.8,2,0,0
C103807,2024-05-01,2024-11-22,East,38,Premium,Fiber,Month-to-Month,UPI,1569,1,3.1,150.3,0,2,1
C103808,2022-08-20,,Central,22,Premium,5G,2 Year,UPI,1886,0,5.0,212.4,1,0,0
C103809,2023-07-11,2025-01-25,West,53,Premium,Broadband,1 Year,Auto-debit,1639,3,3.5,104.4,2,1,1
C103810,2024-10-26,,East,39,Premium,Fiber,1 Year,UPI,1765,0,3.8,145.4,2,0,0
C103811,2022-10-29,,North,40,Premium,5G,1 Year,Auto-debit,1832,3,3.5,90.0,1,0,0
C103812,2024-04-26,,East,48,Standard,5G,2 Year,UPI,1322,1,4.4,46.8,3,0,0
C103813,2024-07-30,2024-11-16,North,23,Premium,5G,Month-to-Month,UPI,2099,4,4.1,148.5,4,0,1
C103814,2025-07-28,,South,31,Premium,5G,1 Year,Credit Card,1961,1,3.9,191.6,2,0,0
C103815,2025-06-22,,South,40,Basic,Broadband,2 Year,UPI,683,2,2.4,66.4,3,1,0
C103816,2025-04-06,,South,18,Premium,5G,1 Year,Net Banking,1700,1,2.9,61.9,0,3,0
C103817,2024-04-26,2025-05-25,South,18,Premium,Broadband,Month-to-Month,UPI,1470,2,2.5,233.2,0,1,1
C103818,2024-01-29,,West,28,Standard,Fiber,1 Year,Credit Card,905,4,2.4,101.2,0,0,0
C103819,2024-07-20,,West,24,Premium,Broadband,1 Year,Auto-debit,1816,2,3.5,212.8,4,0,0
C103820,2025-12-17,2025-12-28,West,34,Basic,Broadband,Month-to-Month,Credit Card,453,1,3.7,28.6,1,1,1
C103821,2024-06-16,,East,44,Standard,Broadband,1 Year,Credit Card,1158,3,3.8,115.5,3,0,0
C103822,2023-06-21,,East,47,Standard,Fiber,2 Year,UPI,1294,0,2.3,104.5,3,0,0
C103823,2023-07-17,,North,60,Standard,Broadband,Month-to-Month,UPI,739,1,3.5,40.4,0,0,0
C103824,2022-12-20,2023-07-25,West,38,Premium,Fiber,Month-to-Month,Auto-debit,1602,1,4.1,151.6,0,0,1
C103825,2025-11-03,2025-11-29,East,40,Premium,5G,Month-to-Month,Credit Card,2099,3,1.3,72.7,3,1,1
C103826,2025-01-24,,South,38,Standard,Fiber,1 Year,Net Banking,1197,1,3.9,76.7,3,2,0
C103827,2023-10-24,,South,42,Premium,5G,Month-to-Month,Credit Card,1963,0,5.0,388.1,2,0,0
C103828,2025-07-31,,Central,43,Basic,5G,1 Year,UPI,531,1,4.1,52.8,1,0,0
C103829,2025-02-26,,East,49,Premium,Fiber,Month-to-Month,UPI,1775,3,3.5,115.1,2,1,0
C103830,2024-10-30,,East,49,Basic,Fiber,2 Year,UPI,768,0,3.6,21.7,3,0,0
C103831,2023-09-05,,East,44,Standard,Fiber,1 Year,Credit Card,895,1,3.7,88.0,0,0,0
C103832,2025-04-06,,South,56,Basic,5G,2 Year,UPI,484,0,4.9,42.4,0,0,0
C103833,2024-09-23,,East,38,Standard,Broadband,Month-to-Month,UPI,837,0,3.6,27.9,1,0,0
C103834,2025-05-30,,South,31,Basic,5G,Month-to-Month,Credit Card,525,2,4.1,26.5,0,1,0
C103835,2025-03-03,,South,33,Basic,Broadband,1 Year,Credit Card,345,2,3.6,71.3,0,3,0
C103836,2024-03-15,2025-11-21,West,37,Standard,Broadband,Month-to-Month,Credit Card,1059,4,3.9,145.3,2,0,1
C103837,2024-12-07,,North,25,Standard,Fiber,Month-to-Month,Auto-debit,1288,0,4.6,79.0,4,0,0
C103838,2023-01-22,,West,31,Basic,5G,Month-to-Month,Credit Card,828,3,3.2,75.8,3,1,0
C103839,2023-05-06,,South,24,Standard,5G,Month-to-Month,UPI,1126,0,3.9,77.5,1,0,0
C103840,2024-07-06,,West,42,Basic,Fiber,1 Year,Auto-debit,617,3,2.8,31.3,2,0,0
C103841,2022-08-19,,East,42,Basic,5G,Month-to-Month,Credit Card,674,2,4.0,137.5,2,0,0
C103842,2022-11-20,,East,18,Basic,5G,Month-to-Month,Credit Card,579,1,3.1,22.6,1,0,0
C103843,2024-05-31,,East,30,Standard,5G,Month-to-Month,Auto-debit,1379,1,3.6,94.2,4,0,0
C103844,2025-07-31,,Central,60,Standard,5G,Month-to-Month,UPI,1343,2,3.2,55.1,4,0,0
C103845,2022-10-01,,East,46,Standard,Fiber,Month-to-Month,Credit Card,1336,2,2.4,68.7,4,1,0
C103846,2023-06-14,,West,43,Premium,Broadband,2 Year,UPI,1569,0,4.2,269.9,2,0,0
C103847,2023-04-06,,West,30,Standard,Fiber,2 Year,UPI,1211,2,2.2,78.0,3,1,0
C103848,2025-04-14,,South,41,Premium,Broadband,2 Year,Credit Card,1736,2,3.2,103.7,3,0,0
C103849,2025-08-06,,South,38,Premium,Fiber,Month-to-Month,UPI,1929,3,3.7,92.8,3,1,0
C103850,2022-02-20,2023-05-10,South,28,Basic,5G,Month-to-Month,UPI,474,4,2.9,60.6,0,1,1
C103851,2022-04-02,,South,32,Basic,5G,Month-to-Month,Credit Card,936,4,2.9,28.5,4,0,0
C103852,2025-02-22,,South,32,Basic,Fiber,1 Year,UPI,881,1,2.9,47.9,4,0,0
C103853,2023-08-13,,South,20,Standard,Fiber,1 Year,Credit Card,1188,4,3.5,71.3,3,2,0
C103854,2022-06-23,,East,22,Standard,Fiber,1 Year,UPI,1096,0,3.2,51.5,2,0,0
C103855,2024-12-24,,North,36,Basic,5G,Month-to-Month,Credit Card,737,1,4.0,22.3,2,1,0
C103856,2023-04-26,,West,28,Premium,Broadband,1 Year,Credit Card,1529,2,4.4,124.1,1,0,0
C103857,2025-10-06,,South,34,Premium,Fiber,2 Year,Credit Card,1549,2,2.4,101.2,0,0,0
C103858,2025-10-05,,West,19,Basic,5G,Month-to-Month,Net Banking,855,1,3.3,51.1,4,0,0
C103859,2024-08-13,,North,48,Basic,Broadband,2 Year,Auto-debit,526,1,3.2,15.5,1,0,0
C103860,2025-09-27,,East,63,Basic,5G,1 Year,UPI,551,0,4.0,36.4,1,1,0
C103861,2023-05-29,2025-07-10,North,50,Basic,Broadband,Month-to-Month,UPI,629,4,2.1,70.0,2,3,1
C103862,2025-04-05,2025-07-02,West,52,Premium,5G,2 Year,Auto-debit,2123,3,2.4,53.5,3,0,1
C103863,2025-08-28,,South,46,Standard,5G,2 Year,Net Banking,1113,0,3.8,194.6,1,2,0
C103864,2023-01-10,,Central,41,Basic,Fiber,1 Year,Auto-debit,521,0,3.4,54.8,1,1,0
C103865,2023-07-03,,South,39,Standard,Fiber,Month-to-Month,Net Banking,1025,0,3.7,71.0,1,0,0
C103866,2023-08-17,,East,27,Basic,5G,Month-to-Month,Net Banking,639,2,3.9,48.2,1,0,0
C103867,2025-03-11,,South,46,Standard,Broadband,1 Year,UPI,803,3,,49.7,0,0,0
C103868,2023-09-27,2024-11-29,East,46,Standard,Fiber,Month-to-Month,UPI,1037,3,3.0,154.8,1,0,1
C103869,2024-11-14,,East,32,Standard,Broadband,Month-to-Month,Credit Card,965,2,2.9,83.3,2,0,0
C103870,2023-02-21,2024-09-11,South,44,Standard,Fiber,Month-to-Month,Credit Card,1088,1,3.6,78.7,2,2,1
C103871,2025-04-01,,North,30,Premium,5G,Month-to-Month,Auto-debit,1884,2,3.1,201.1,1,0,0
C103872,2025-01-03,,North,30,Basic,Broadband,1 Year,Auto-debit,767,2,2.5,55.4,4,2,0
C103873,2022-12-05,2024-09-27,North,47,Standard,Broadband,Month-to-Month,UPI,795,2,3.6,54.2,1,2,1
C103874,2024-08-14,,Central,43,Basic,5G,Month-to-Month,Credit Card,882,2,5.0,44.9,4,1,0
C103875,2025-05-27,,South,35,Basic,Fiber,Month-to-Month,Auto-debit,768,1,3.5,60.7,3,1,0
C103876,2024-09-03,,North,34,Premium,Fiber,Month-to-Month,Auto-debit,1948,0,3.5,125.4,3,1,0
C103877,2025-01-10,,Central,40,Standard,Fiber,Month-to-Month,Auto-debit,1084,3,2.5,38.8,1,0,0
C103878,2025-11-15,,North,18,Basic,Broadband,Month-to-Month,Net Banking,798,4,3.5,92.0,4,1,0
C103879,2025-10-29,,South,29,Standard,Fiber,Month-to-Month,Auto-debit,1143,1,2.9,82.5,2,1,0
C103880,2025-12-11,,West,23,Standard,5G,Month-to-Month,UPI,1202,3,4.0,62.5,2,2,0
C103881,2024-09-03,,Central,38,Premium,Fiber,1 Year,UPI,1722,5,1.6,168.6,1,1,0
C103882,2025-08-28,2025-11-14,West,51,Standard,5G,Month-to-Month,UPI,1189,3,3.2,59.4,2,0,1
C103883,2025-11-19,,East,44,Basic,Fiber,1 Year,Credit Card,771,1,4.0,21.2,3,2,0
C103884,2023-05-25,,Central,32,Standard,5G,Month-to-Month,Auto-debit,1366,1,4.1,75.9,4,0,0
C103885,2023-05-08,,North,30,Basic,5G,1 Year,Credit Card,974,1,4.0,63.7,4,0,0
C103886,2025-01-10,2025-03-17,Central,29,Basic,Broadband,1 Year,Net Banking,303,2,3.5,39.8,0,1,1
C103887,2023-06-07,2024-01-25,West,62,Standard,Broadband,Month-to-Month,UPI,822,4,3.6,67.7,0,0,1
C103888,2023-10-07,,Central,39,Standard,5G,1 Year,Net Banking,1408,3,2.4,69.2,4,0,0
C103889,2023-11-16,2024-09-08,South,40,Basic,Fiber,1 Year,UPI,870,3,2.6,43.3,4,0,1
C103890,2024-12-30,,North,18,Premium,Broadband,Month-to-Month,Credit Card,1352,2,3.2,130.8,0,1,0
C103891,2023-02-25,,West,24,Standard,Broadband,1 Year,UPI,1128,2,4.3,113.2,4,0,0
C103892,2024-04-25,,East,37,Standard,Broadband,1 Year,Credit Card,1120,1,3.9,109.7,3,1,0
C103893,2025-04-19,,East,32,Basic,5G,Month-to-Month,Credit Card,948,1,4.0,125.8,4,2,0
C103894,2022-10-02,,Central,40,Basic,Fiber,2 Year,Net Banking,468,0,3.7,108.9,0,4,0
C103895,2023-09-02,,East,39,Basic,Broadband,Month-to-Month,Credit Card,827,1,4.1,29.6,4,0,0
C103896,2025-05-18,,South,45,Basic,Fiber,1 Year,Auto-debit,540,0,2.7,40.6,1,1,0
C103897,2024-04-19,,South,18,Basic,Fiber,2 Year,Auto-debit,670,4,2.5,65.3,2,0,0
C103898,2023-05-24,,North,25,Basic,Fiber,2 Year,UPI,607,0,3.6,18.6,1,1,0
C103899,2025-11-15,,North,37,Basic,5G,1 Year,UPI,486,1,3.2,53.3,0,0,0
C103900,2023-05-24,,North,30,Basic,Fiber,1 Year,UPI,803,0,3.6,29.7,3,0,0
C103901,2024-10-26,,West,34,Premium,5G,Month-to-Month,UPI,1683,4,3.4,118.1,0,3,0
C103902,2025-01-24,2025-06-27,West,39,Premium,5G,Month-to-Month,UPI,1922,2,3.7,122.1,2,0,1
C103903,2023-02-24,,East,29,Basic,5G,2 Year,Auto-debit,521,1,4.4,18.8,0,2,0
C103904,2022-08-03,,South,40,Premium,Fiber,Month-to-Month,Auto-debit,2081,4,1.5,406.5,4,0,0
C103905,2025-02-14,,West,45,Basic,Broadband,2 Year,UPI,598,2,4.3,34.7,2,0,0
C103906,2023-08-07,2024-03-21,West,39,Standard,5G,Month-to-Month,Auto-debit,957,2,,155.6,0,0,1
C103907,2022-09-11,2024-03-30,Central,47,Premium,5G,Month-to-Month,Auto-debit,2220,3,4.2,53.6,4,1,1
C103908,2023-06-20,,East,18,Standard,5G,Month-to-Month,UPI,1291,0,3.5,54.6,3,1,0
C103909,2022-10-29,2023-12-14,West,31,Basic,Fiber,Month-to-Month,Auto-debit,485,3,3.3,67.2,0,0,1
C103910,2022-10-17,,East,49,Basic,5G,Month-to-Month,Auto-debit,584,3,2.3,40.0,1,0,0
C103911,2025-02-07,,East,28,Standard,Fiber,Month-to-Month,Auto-debit,1123,1,2.7,112.1,2,0,0
C103912,2025-08-12,,West,26,Standard,Broadband,2 Year,Net Banking,1074,5,3.0,103.2,3,1,0
C103913,2024-01-21,,South,36,Standard,Fiber,1 Year,UPI,1405,3,1.2,49.6,4,0,0
C103914,2024-12-17,,South,38,Standard,Broadband,1 Year,UPI,1243,5,1.7,138.5,4,1,0
C103915,2024-01-31,,South,32,Basic,5G,Month-to-Month,Auto-debit,569,3,3.6,60.1,0,0,0
C103916,2022-07-31,,East,60,Standard,Fiber,Month-to-Month,UPI,1085,0,3.5,36.4,2,0,0
C103917,2024-10-07,,East,41,Basic,5G,1 Year,Credit Card,426,1,2.9,47.4,0,2,0
C103918,2025-10-07,,West,27,Premium,Fiber,Month-to-Month,UPI,1696,1,4.8,166.2,1,2,0
C103919,2024-11-16,2025-07-03,South,21,Standard,Broadband,Month-to-Month,Credit Card,999,2,4.6,71.3,1,1,1
C103920,2025-07-27,,North,43,Standard,Broadband,2 Year,UPI,885,1,3.6,76.8,1,0,0
C103921,2022-09-05,2025-10-30,West,27,Standard,5G,Month-to-Month,Auto-debit,1140,4,3.7,95.6,1,1,1
C103922,2024-11-10,,South,64,Basic,5G,2 Year,Credit Card,656,1,4.6,19.9,2,0,0
C103923,2023-12-07,2025-03-19,Central,43,Basic,Broadband,Month-to-Month,Credit Card,564,1,3.5,40.7,2,0,1
C103924,2022-09-17,2023-05-25,North,45,Standard,5G,Month-to-Month,UPI,1392,1,3.2,62.1,4,0,1
C103925,2024-04-24,,East,41,Standard,5G,Month-to-Month,Credit Card,1281,1,3.6,109.3,2,0,0
C103926,2025-01-03,,East,51,Standard,Fiber,2 Year,Auto-debit,963,0,2.8,56.5,0,0,0
C103927,2025-08-10,,West,18,Premium,Fiber,1 Year,Auto-debit,1725,4,3.4,317.5,2,0,0
C103928,2023-02-16,,North,24,Basic,5G,1 Year,Auto-debit,624,3,2.8,33.5,1,0,0
C103929,2023-04-18,2025-01-05,Central,50,Basic,5G,Month-to-Month,Credit Card,453,1,3.6,25.6,0,1,1
C103930,2024-05-14,,East,56,Standard,Broadband,2 Year,Auto-debit,1069,2,3.3,138.3,3,1,0
C103931,2023-02-02,,East,23,Basic,5G,1 Year,Credit Card,816,1,3.0,60.5,3,1,0
C103932,2025-08-04,2025-11-18,East,18,Basic,5G,1 Year,Net Banking,654,4,2.8,54.3,1,0,1
C103933,2024-05-21,2025-04-23,North,40,Premium,5G,1 Year,Net Banking,1902,4,2.0,105.8,1,2,1
C103934,2023-10-26,,East,44,Premium,Broadband,1 Year,UPI,1610,2,3.2,100.1,2,0,0
C103935,2023-01-12,,South,40,Premium,5G,1 Year,Credit Card,1961,1,3.0,150.1,2,0,0
C103936,2023-04-08,,South,37,Basic,Broadband,Month-to-Month,Net Banking,849,2,2.7,33.7,4,1,0
C103937,2025-10-08,,East,18,Basic,Fiber,2 Year,UPI,396,3,1.5,108.9,0,0,0
C103938,2022-11-30,2025-10-02,East,33,Standard,5G,Month-to-Month,Net Banking,1072,0,3.5,84.0,0,1,1
C103939,2023-01-13,,North,35,Premium,Broadband,2 Year,UPI,1667,3,3.6,104.2,3,1,0
C103940,2025-10-02,,North,31,Basic,Broadband,Month-to-Month,Credit Card,805,0,3.9,36.4,4,1,0
C103941,2023-08-07,,North,18,Basic,Fiber,Month-to-Month,Auto-debit,736,3,3.8,24.3,3,0,0
C103942,2023-10-19,,North,45,Basic,5G,Month-to-Month,UPI,552,0,3.1,63.7,1,1,0
C103943,2022-02-27,,East,48,Standard,Fiber,1 Year,UPI,1036,0,3.5,50.2,1,0,0
C103944,2025-04-15,,North,28,Premium,Fiber,Month-to-Month,Credit Card,2014,1,4.4,110.6,4,0,0
C103945,2022-07-03,,Central,36,Standard,Broadband,2 Year,UPI,1092,1,3.5,263.4,3,2,0
C103946,2024-09-20,,North,32,Basic,Broadband,1 Year,UPI,591,2,3.4,17.9,2,0,0
C103947,2024-07-07,2025-07-22,North,32,Standard,Fiber,Month-to-Month,Net Banking,1178,2,4.8,70.1,2,1,1
C103948,2022-10-07,2025-02-18,West,44,Standard,Broadband,Month-to-Month,UPI,887,9,1.4,37.2,0,1,1
C103949,2024-07-03,,South,44,Basic,5G,1 Year,Net Banking,945,3,2.7,33.8,4,3,0
C103950,2025-12-10,,South,51,Basic,Broadband,2 Year,UPI,410,1,2.9,41.2,0,0,0
C103951,2022-07-04,2025-04-28,Central,51,Standard,Broadband,Month-to-Month,UPI,1130,4,2.6,38.4,4,1,1
C103952,2023-12-25,,Central,36,Basic,Broadband,2 Year,UPI,424,4,3.5,54.3,0,0,0
C103953,2024-10-04,2025-03-11,West,72,Premium,Broadband,Month-to-Month,Auto-debit,1426,1,4.2,245.7,0,0,1
C103954,2024-02-15,,North,57,Standard,Broadband,1 Year,Credit Card,830,2,4.3,87.0,0,2,0
C103955,2023-09-02,,East,30,Basic,5G,1 Year,UPI,651,0,4.1,,2,1,0
C103956,2025-02-04,2025-11-08,Central,40,Standard,Fiber,Month-to-Month,Credit Card,953,2,1.7,166.0,0,0,1
C103957,2023-01-05,,Central,18,Standard,Fiber,Month-to-Month,Credit Card,1080,1,4.0,99.8,1,1,0
C103958,2023-08-24,,North,38,Basic,Broadband,1 Year,Net Banking,657,0,3.9,13.6,3,2,0
C103959,2025-09-24,,South,58,Standard,Fiber,Month-to-Month,UPI,1243,3,3.1,80.6,3,3,0
C103960,2022-09-24,,South,71,Basic,Broadband,Month-to-Month,UPI,466,1,4.4,12.7,1,1,0
C103961,2023-08-31,2025-06-28,North,37,Basic,Fiber,Month-to-Month,Credit Card,455,3,2.9,30.8,0,0,1
C103962,2024-07-21,,West,42,Standard,Broadband,1 Year,Net Banking,761,1,4.0,34.8,0,0,0
C103963,2024-10-01,,South,45,Standard,5G,Month-to-Month,Auto-debit,1183,1,2.8,84.5,2,1,0
C103964,2022-02-18,2023-07-01,South,62,Basic,Broadband,Month-to-Month,Credit Card,583,4,1.7,28.2,2,0,1
C103965,2023-08-15,,North,26,Basic,Broadband,2 Year,Net Banking,811,3,2.6,51.4,4,3,0
C103966,2025-07-14,,East,70,Standard,5G,1 Year,Credit Card,1232,2,3.1,108.9,2,1,0
C103967,2023-04-28,,North,34,Basic,5G,Month-to-Month,Credit Card,646,1,3.9,27.4,1,0,0
C103968,2025-08-14,2025-11-16,South,24,Premium,Fiber,Month-to-Month,Net Banking,1880,3,2.5,133.7,3,1,1
C103969,2025-09-01,,North,34,Standard,Broadband,Month-to-Month,UPI,1209,0,4.9,19.9,4,0,0
C103970,2024-03-24,2025-11-09,Central,28,Premium,Broadband,Month-to-Month,Auto-debit,1751,3,2.6,55.9,4,1,1
C103971,2025-03-31,,North,43,Basic,Fiber,Month-to-Month,UPI,454,1,3.5,83.3,0,1,0
C103972,2024-04-23,,East,18,Premium,Fiber,Month-to-Month,Net Banking,1809,0,4.0,75.9,2,0,0
C103973,2024-09-15,2025-08-17,North,40,Basic,5G,Month-to-Month,Credit Card,858,5,2.8,34.0,4,1,1
C103974,2025-05-07,,North,46,Basic,Fiber,1 Year,Auto-debit,877,3,3.4,29.4,4,0,0
C103975,2023-05-20,2024-01-26,North,56,Basic,Broadband,Month-to-Month,UPI,690,4,4.4,18.6,3,1,1
C103976,2023-10-30,,North,46,Basic,Fiber,Month-to-Month,Auto-debit,465,0,3.4,26.4,0,0,0
C103977,2024-08-05,,North,55,Premium,Broadband,2 Year,UPI,1547,0,4.2,117.6,1,1,0
C103978,2024-03-04,2025-11-22,East,31,Standard,Broadband,Month-to-Month,UPI,1178,1,3.5,60.8,4,0,1
C103979,2023-01-04,,East,43,Standard,Broadband,1 Year,Auto-debit,833,2,4.0,126.0,0,0,0
C103980,2024-05-17,,North,18,Standard,5G,Month-to-Month,UPI,1353,0,4.1,54.1,3,0,0
C103981,2024-03-17,,South,37,Standard,Fiber,1 Year,Net Banking,1172,2,3.5,73.3,2,3,0
C103982,2025-07-03,2025-09-21,East,43,Standard,Broadband,Month-to-Month,Credit Card,1088,5,1.5,56.1,3,0,1
C103983,2025-12-14,2025-12-17,South,44,Premium,5G,Month-to-Month,Auto-debit,2007,0,3.7,188.1,3,0,1
C103984,2025-11-21,2025-12-17,South,19,Standard,Broadband,2 Year,Auto-debit,771,5,1.9,36.0,0,0,1
C103985,2025-01-11,,North,33,Standard,Fiber,Month-to-Month,UPI,855,1,3.2,93.6,0,0,0
C103986,2023-03-26,,South,35,Basic,Fiber,Month-to-Month,Auto-debit,585,2,2.7,54.1,1,0,0
C103987,2024-12-13,,East,33,Premium,Broadband,Month-to-Month,UPI,1825,4,2.6,78.2,4,0,0
C103988,2024-11-19,,Central,47,Basic,Broadband,Month-to-Month,Net Banking,800,2,3.0,42.1,4,0,0
C103989,2024-07-05,,Central,35,Basic,Fiber,Month-to-Month,Auto-debit,701,1,3.3,53.7,3,0,0
C103990,2023-05-07,2025-05-25,Central,39,Premium,5G,Month-to-Month,Net Banking,1833,2,3.3,83.4,1,2,1
C103991,2024-07-02,,South,32,Basic,Fiber,Month-to-Month,Net Banking,910,1,2.9,31.0,4,1,0
C103992,2024-01-05,,North,51,Basic,5G,1 Year,Auto-debit,820,2,3.3,23.9,3,0,0
C103993,2022-04-13,,South,52,Basic,Fiber,2 Year,Credit Card,589,1,2.9,121.6,1,1,0
C103994,2024-06-26,,South,34,Standard,Fiber,Month-to-Month,Auto-debit,1348,3,2.6,58.4,3,0,0
C103995,2023-11-06,,North,72,Premium,Fiber,2 Year,UPI,1820,0,4.0,63.9,2,0,0
C103996,2024-05-02,,North,29,Premium,Fiber,Month-to-Month,UPI,1721,2,1.7,48.7,2,0,0
C103997,2024-02-21,,South,50,Standard,5G,Month-to-Month,Auto-debit,1054,3,4.8,49.3,1,1,0
